"apt_nm","sgg_cd","umd_cd","land_cd","bonbun","bubun","road_nm","road_nm_sgg_cd","road_nm_cd","road_nm_seq","road_nmb_cd","road_nm_bonbun","road_nm_bubun","umd_nm","jibun","exclu_use_ar","deal_year","deal_month","deal_day","deal_amount","floor","build_year","apt_seq","cdeal_type","cdeal_day","dealing_gbn","estate_agent_sgg_nm","rgst_date","apt_dong","sler_gbn","buyer_gbn","land_leasehold_gbn"
엑스포,"30200","14100","1","0464","0001",엑스포로,"30200","3167043","03","0","00448","00000",,"464-1","84.173","2024","12","3","35,800","4","1994","30200-21",O,"24.12.13",중개거래,대전 유성구, , ,,개인,N
문지효성해링턴플레이스,"30200","14000","1","0657","0000",문지로,"30200","3167022","00","0","00300","00000",,"657","84.986","2024","12","1","64,000","17","2017","30200-683", , ,중개거래,대전 유성구,"24.12.09","106동",,개인,N
드리움2단지,"30200","10300","1","0317","0001",대정로28번안길,"30200","4301127","01","0","00080","00000",,"317-1","74.16","2024","12","3","25,500","10","2006","30200-486",O,"24.12.09",중개거래,대전 유성구, , ,,개인,N
삼성푸른아파트,"30200","14100","1","0460","0001",전민로,"30200","3167062","02","0","00071","00000",,"460-1","58.56","2024","12","3","20,700","3","1993","30200-19",O,"24.12.13",중개거래,대전 유성구, , ,,개인,N
반석마을6단지(삼부르네상스2단지),"30200","13900","1","0613","0000",반석서로,"30200","3167027","02","0","00098","00000",,"613","84.976","2024","12","2","45,000","1","2005","30200-99",O,"24.12.26",중개거래,대전 유성구, , ,,개인,N
반석마을3단지(호반베르디움),"30200","12000","1","0992","0000",지족로,"30200","3167064","01","0","00362","00000",,"992","113.96","2024","12","2","70,087","13","2006","30200-487",O,"24.12.02",직거래, , , ,,개인,N
한마루아파트,"30170","11200","1","1388","0000",둔산북로,"30170","3166020","01","0","00160","00000",,"1388","76.22","2024","11","15","65,000","7","1992","30170-87", , ,중개거래,대전 서구, , ,,개인,N
구봉마을5,"30170","11600","1","1137","0000",관저로,"30170","3166008","01","0","00051","00000",,"1137","84.96","2024","11","21","30,100","15","2000","30170-110", , ,중개거래,대전 서구, , ,,개인,N
트리풀시티레이크포레,"30170","11500","1","2354","0000",도안동로,"30170","3166054","02","0","00234","00000",,"2354","84.9389","2024","11","19","71,000","7","2021","30170-1207", , ,중개거래,대전 서구, , ,,개인,N
은아2단지,"30170","11400","1","0793","0001",계백로1158번길,"30170","4298090","01","0","00113","00000",,"793-1","52.2","2024","11","29","11,000","3","1990","30170-108", , ,중개거래,대전 서구, , ,,개인,N
맑은아침,"30170","11000","1","0002","0000",갈마로,"30170","3166004","03","0","00262","00000",,"2","77.6069","2024","11","26","35,400","7","2004","30170-151", , ,중개거래,대전 서구, , ,,개인,N
도마e편한세상포레나,"30170","10300","1","0584","0000",도산로,"30170","3166016","00",,"00008","00000",,"584","49.6247","2024","11","27","22,700","6","2022","30170-1220", , ,직거래, , , ,,법인,N
국화동성,"30170","11200","1","1809","0000",둔산로,"30170","3166019","01","0","00201","00000",,"1809","77.34","2024","11","28","34,000","5","1991","30170-44", , ,중개거래,대전 서구,"24.12.27","101",,개인,N
도마e편한세상포레나,"30170","10300","1","0584","0000",도산로,"30170","3166016","00",,"00008","00000",,"584","49.6247","2024","11","27","22,700","11","2022","30170-1220", , ,직거래, , , ,,법인,N
우성,"30170","10400","1","0584","0000",정림서로,"30170","3166050","01",,"00162","00015",,"584","162.025","2024","11","28","29,000","3","1993","30170-25", , ,중개거래,대전 서구,"25.01.07","126",,개인,N
공작한양,"30170","10600","1","0835","0000",문정로,"30170","3166027","01","0","00131","00000",,"835","84.9","2024","11","30","41,000","3","1992","30170-38", , ,중개거래,대전 서구, , ,,개인,N
샛별,"30170","11300","1","0266","0001",청사서로,"30170","3166062","01","0","00029","00000",,"266-1","71.025","2024","11","29","32,000","10","1993","30170-98", , ,중개거래,대전 서구, , ,,개인,N
금성백조예미지,"30170","11500","1","0965","0000",도안북로,"30170","3166057","01","0","00125","00000",,"965","84.9542","2024","11","30","54,000","8","2012","30170-1064", , ,중개거래,대전 서구, , ,,개인,N
하나로,"30170","11300","1","0311","0001",청사로,"30170","3166051","02","0","00005","00000",,"311-1","59.76","2024","11","23","24,000","2","1993","30170-103", , ,중개거래,대전 서구, , ,,개인,N
향촌,"30170","11200","1","0970","0000",둔산로,"30170","3166019","01","0","00015","00000",,"970","84.42","2024","11","27","43,500","12","1995","30170-88", , ,중개거래,대전 서구, , ,,개인,N
신영미소랑,"30170","10500","1","0591","0010",용문로,"30170","3166038","01","0","00061","00000",,"591-10","59.9116","2024","11","23","17,350","15","2010","30170-1038", , ,직거래, ,"24.12.19","101",,개인,N
관저더샵,"30170","11600","1","1985","0000",관저서로,"30170","3166010","00","0","00019","00000",,"1985","84.882","2024","11","30","54,300","21","2018","30170-1150", , ,중개거래,대전 서구, , ,,개인,N
한마루아파트,"30170","11200","1","1388","0000",둔산북로,"30170","3166020","01","0","00160","00000",,"1388","101.94","2024","11","30","87,700","7","1992","30170-87", , ,중개거래,대전 서구, , ,,개인,N
현대아이파크,"30170","11500","1","1362","0000",도안동로,"30170","3166054","02","0","00183","00000",,"1362","84.99","2024","11","30","58,000","13","2013","30170-1091", , ,중개거래,대전 서구, , ,,개인,N
관저예미지명가의풍경,"30170","11600","1","1579","0000",관저중로,"30170","3166011","00","0","00033","00000",,"1579","84.772","2024","11","24","60,000","10","2017","30170-1143", , ,중개거래,대전 서구, , ,,개인,N
한가람,"30170","10600","1","0834","0000",문예로,"30170","3166026","01","0","00016","00000",,"834","39.6","2024","11","25","18,000","1","1991","30170-41", , ,직거래, ,"24.12.18","2",,개인,N
관저리슈빌,"30170","11600","1","1420","0000",관저동로90번길,"30170","4298100","01","0","00015","00000",,"1420","84.5204","2024","11","22","45,000","8","2005","30170-1009", , ,중개거래,대전 서구, , ,,개인,N
도마e편한세상포레나,"30170","10300","1","0584","0000",도산로,"30170","3166016","00",,"00008","00000",,"584","49.6247","2024","11","28","22,700","6","2022","30170-1220", , ,직거래, ,"24.12.26","818",,법인,N
도마e편한세상포레나,"30170","10300","1","0584","0000",도산로,"30170","3166016","00",,"00008","00000",,"584","49.6247","2024","11","28","22,700","11","2022","30170-1220", , ,직거래, ,"24.12.26","818",,법인,N
도마e편한세상포레나,"30170","10300","1","0584","0000",도산로,"30170","3166016","00",,"00008","00000",,"584","39.92","2024","11","28","17,500","15","2022","30170-1220", , ,직거래, ,"24.12.26","818",,법인,N
도마e편한세상포레나,"30170","10300","1","0584","0000",도산로,"30170","3166016","00",,"00008","00000",,"584","39.92","2024","11","28","17,500","16","2022","30170-1220", , ,직거래, ,"24.12.26","818",,법인,N
도마e편한세상포레나,"30170","10300","1","0584","0000",도산로,"30170","3166016","00",,"00008","00000",,"584","59.624","2024","11","30","42,500","30","2022","30170-1220", , ,중개거래,대전 서구,"24.12.31","811",,개인,N
관저더샵,"30170","11600","1","1985","0000",관저서로,"30170","3166010","00","0","00019","00000",,"1985","84.882","2024","11","29","54,000","25","2018","30170-1150", , ,중개거래,대전 서구, , ,,개인,N
강변들금성백조,"30170","10400","1","0683","0000",구봉로,"30170","3166013","01","0","00419","00000",,"683","59.99","2024","11","25","15,200","8","1996","30170-21", , ,중개거래,대전 서구, , ,,개인,N
관저더샵,"30170","11600","1","1985","0000",관저서로,"30170","3166010","00","0","00019","00000",,"1985","84.882","2024","11","29","54,300","22","2018","30170-1150", , ,중개거래,대전 서구, , ,,개인,N
현대아이파크,"30170","11500","1","1362","0000",도안동로,"30170","3166054","02","0","00183","00000",,"1362","84.973","2024","11","16","65,000","14","2013","30170-1091", , ,중개거래,대전 서구, , ,,개인,N
광도푸른,"30170","11100","1","0404","0002",갈마로117번길,"30170","4298013","01","0","00023","00000",,"404-2","39.9675","2024","11","30","8,500","5","1998","30170-158", , ,중개거래,대전 서구,"24.12.27", ,,개인,N
효성타운,"30170","10300","1","0180","0002",도산로,"30170","3166016","02","0","00011","00000",,"180-2","59.97","2024","11","30","19,200","3","1997","30170-20", , ,중개거래,대전 서구, , ,,개인,N
황실타운,"30170","11300","1","0302","0000",청사로,"30170","3166051","02","0","00065","00000",,"302","84.98","2024","11","30","41,800","14","1994","30170-105", , ,중개거래,대전 서구,"25.01.10","117",,개인,N
복음맨션,"30170","11100","1","0329","0009",계룡로320번길,"30170","4298052","01","0","00118","00000",,"329-9","59","2024","11","26","9,200","2","1990","30170-66", , ,중개거래,대전 서구, , ,,개인,N
젠트리움,"30170","10600","1","0778","0000",계룡로583번길,"30170","4298079","01","0","00049","00000",,"778","83.98","2024","11","26","25,600","5","2006","30170-1028", , ,중개거래,대전 서구, , ,,개인,N
서우2단지,"30170","11000","1","0167","0000",동서대로,"30170","2010003","03","0","00994","00000",,"167","59.76","2024","11","27","16,500","9","1990","30170-57", , ,중개거래,"대전 동구, 대전 서구", , ,,개인,N
가람,"30170","11200","1","1805","0000",둔산북로,"30170","3166020","01","0","00215","00000",,"1805","122.73","2024","11","22","75,000","9","1991","30170-43", , ,중개거래,대전 서구, , ,,개인,N
은아5단지,"30170","11400","1","0808","0000",가수원로,"30170","3166001","01","0","00005","00000",,"808","52.2","2024","11","21","9,800","1","1991","30170-164", , ,중개거래,대전 서구, , ,,개인,N
도안18단지린풀하우스,"30170","11500","1","1564","0000",도안동로,"30170","3166054","01","0","00077","00000",,"1564","84.9812","2024","11","15","62,300","27","2014","30170-1101", , ,중개거래,대전 서구, , ,,개인,N
구봉마을주공7,"30170","11600","1","1144","0000",관저로,"30170","3166008","01","0","00048","00000",,"1144","59.72","2024","11","24","18,300","9","1999","30170-112", , ,중개거래,대전 서구,"25.01.07","705",,개인,N
현진에버빌,"30170","10100","1","0612","0000",복수동로,"30170","3166033","01","0","00021","00020",,"612","80.8713","2024","11","28","33,400","1","2005","30170-188", , ,중개거래,대전 서구, , ,,개인,N
인터빌,"30170","11100","1","0432","0006",신갈마로,"30170","3166037","02","0","00058","00017",,"432-6","84.9755","2024","11","13","24,000","2","2001","30170-159", , ,중개거래,대전 서구,"24.12.31","103",,개인,N
우성,"30170","10400","1","0584","0000",정림서로,"30170","3166050","01",,"00162","00015",,"584","84.935","2024","11","5","28,700","6","1993","30170-25", , ,중개거래,대전 서구,"25.01.03","121",,개인,N
우성,"30170","10400","1","0584","0000",정림서로,"30170","3166050","01",,"00162","00015",,"584","84.935","2024","11","5","28,700","6","1993","30170-25",O,"24.12.10",중개거래,대전 서구, , ,,개인,N
초원,"30170","12800","1","0001","0001",만년로,"30170","3166025","01","0","00045","00000",,"1-1","59.89","2024","11","29","27,500","12","1993","30170-123", , ,중개거래,대전 서구,"24.12.23","106",,개인,N
계룡,"30170","11400","1","0643","0000",가수원로,"30170","3166001","01","0","00098","00000",,"643","59.4","2024","11","13","16,800","9","1986","30170-106", , ,중개거래,대전 서구,"24.12.18","5",,개인,N
관저더샵2,"30170","11600","1","1982","0000",구봉산북로,"30170","3166058","00","0","00052","00000",,"1982","101.9801","2024","11","23","60,500","11","2019","30170-1159", , ,중개거래,대전 서구, , ,,개인,N
청솔아파트,"30170","11200","1","1811","0000",둔산로,"30170","3166019","01","0","00223","00000",,"1811","84.76","2024","11","28","48,000","8","1991","30170-50", , ,중개거래,대전 서구, , ,,개인,N
다우갤러리휴리움아파트,"30170","11100","1","1496","0000",신갈마로,"30170","3166037","00","0","00186","00000",,"1496","57.3328","2024","11","20","33,000","22","2018","30170-1153", , ,중개거래,대전 서구, , ,,개인,N
국화한신,"30170","11200","1","1809","0000",둔산로,"30170","3166019","01","0","00201","00000",,"1809","84.99","2024","11","28","56,500","13","1992","30170-48", , ,중개거래,대전 서구, , ,,개인,N
한라비발디,"30170","11500","1","0966","0000",도안북로,"30170","3166057","01","0","00136","00000",,"966","84.9334","2024","11","22","53,000","15","2011","30170-1049", , ,중개거래,대전 서구, , ,,개인,N
금성백조예미지,"30170","11500","1","0965","0000",도안북로,"30170","3166057","01","0","00125","00000",,"965","84.9542","2024","11","16","52,600","7","2012","30170-1064", , ,중개거래,대전 서구, , ,,개인,N
크로바,"30170","11200","1","1509","0000",둔산로,"30170","3166019","01","0","00155","00000",,"1509","114.63","2024","11","26","146,000","5","1992","30170-85", , ,중개거래,대전 서구, , ,,개인,N
롯데,"30170","11000","1","0220","0000",신갈마로,"30170","3166037","01","0","00046","00000",,"220","84.99","2024","11","28","29,000","13","1994","30170-55", , ,중개거래,대전 서구, , ,,개인,N
동산아파트2,"30170","11100","1","0343","0001",갈마중로7번길,"30170","4298039","01","0","00042","00000",,"343-1","84.11","2024","11","18","25,500","4","1989","30170-64", , ,중개거래,대전 서구, , ,,개인,N
한라비발디,"30170","11500","1","0966","0000",도안북로,"30170","3166057","01","0","00136","00000",,"966","84.9334","2024","11","27","50,400","4","2011","30170-1049", , ,중개거래,대전 서구, , ,,개인,N
국화신동아,"30170","11200","1","1809","0000",둔산로,"30170","3166019","01","0","00201","00000",,"1809","92.35","2024","11","18","55,000","3","1992","30170-46", , ,중개거래,대전 서구,"25.01.08","303",,개인,N
영진햇님,"30170","11200","1","1383","0000",둔산북로,"30170","3166020","01","0","00175","00000",,"1383","127.56","2024","11","13","98,000","3","1993","30170-82", , ,중개거래,대전 서구, , ,,개인,N
국화우성,"30170","11200","1","1809","0000",둔산로,"30170","3166019","01","0","00201","00000",,"1809","114.85","2024","11","30","69,000","15","1992","30170-47", , ,중개거래,대전 서구, , ,,개인,N
은아3단지,"30170","11400","1","0762","0000",가수원로,"30170","3166001","01","0","00106","00000",,"762","84.78","2024","11","21","26,000","14","1990","30170-109", , ,중개거래,대전 서구,"24.12.31","302",,개인,N
상아,"30170","12800","1","0001","0000",대덕대로,"30170","2010001","06","0","00415","00000",,"1","84.94","2024","11","14","45,100","9","1995","30170-122", , ,중개거래,대전 서구, , ,,개인,N
관저더샵2,"30170","11600","1","1982","0000",구봉산북로,"30170","3166058","00","0","00052","00000",,"1982","84.8064","2024","11","20","50,000","7","2019","30170-1159", , ,중개거래,대전 서구, , ,,개인,N
복음맨션,"30170","11100","1","0329","0009",계룡로320번길,"30170","4298052","01","0","00118","00000",,"329-9","59","2024","11","30","6,000","4","1990","30170-66", , ,직거래, , , ,,개인,N
국화신동아,"30170","11200","1","1809","0000",둔산로,"30170","3166019","01","0","00201","00000",,"1809","92.35","2024","11","13","55,500","5","1992","30170-46", , ,중개거래,대전 서구, , ,,개인,N
한우리,"30170","10600","1","0765","0000",문정로90번길,"30170","4298370","01","0","00060","00000",,"765","84.72","2024","11","26","42,250","3","1994","30170-42", , ,중개거래,대전 서구, , ,,개인,N
대자연마을,"30170","11600","1","0990","0000",관저북로,"30170","3166009","01","0","00052","00000",,"990","99.99","2024","11","22","44,000","18","1998","30170-114", , ,중개거래,대전 서구, , ,,개인,N
다모아,"30170","11300","1","0311","0000",월평동로,"30170","3166039","02","0","00083","00000",,"311","84.36","2024","11","30","40,000","8","1994","30170-94", , ,중개거래,대전 서구, , ,,개인,N
한우리,"30170","10600","1","0765","0000",문정로90번길,"30170","4298370","01","0","00060","00000",,"765","84.72","2024","11","23","42,000","2","1994","30170-42", , ,중개거래,대전 서구, , ,,개인,N
다모아,"30170","11300","1","0311","0000",월평동로,"30170","3166039","02","0","00083","00000",,"311","63.24","2024","11","27","24,500","1","1994","30170-94", , ,중개거래,대전 서구, , ,,개인,N
가람,"30170","11200","1","1805","0000",둔산북로,"30170","3166020","01","0","00215","00000",,"1805","84.78","2024","11","18","54,000","14","1991","30170-43", , ,중개거래,대전 서구, , ,,개인,N
e편한세상둔산1단지,"30170","10600","1","1485","0000",계룡로615번길,"30170","4298083","00",,"00069","00000",,"1485","84.5892","2024","11","8","79,000","19","2020","30170-1177", , ,중개거래,대전 서구,"24.12.19","103",,개인,N
다모아,"30170","11300","1","0311","0000",월평동로,"30170","3166039","02","0","00083","00000",,"311","84.36","2024","11","23","36,000","1","1994","30170-94", , ,중개거래,대전 서구, , ,,개인,N
